"PROVIDER_NUMBER","Hospital_Name","State","Num_DRG","Entire_100_Medicare_Payments","Entire_Medicare_Payments","Entire_100_Total_Payments","Entire_100_Covered_Charges","PNEUMONIA_193_Total_Discharges","PNEUMONIA_193_Average_Medicare_Payments","PNEUMONIA_193_Average_Total_Payments","Number_of_Pneumonia_Cases","Excess_Readmission_Ratio_for_Pneumonia","HF_291_Total_Discharges","HF_291_Average_Medicare_Payments","HF_291_Average_Total_Payments","Number_of_Heart_Failure_Cases","Excess_Readmission_Ratio_for_Heart_Failure","AMI_280_Total_Discharges","AMI_280_Average_Medicare_Payments","AMI_280_Average_Total_Payments","Number_of_Acute_Myocardial_Infarction_Cases","Acute_Myocardial_Infarction_Excess_Readmission_Ratio","HIP_480_Total_Discharges","HIP_480_Average_Medicare_Payments","HIP_480_Average_Total_Payments","Number_of_Hip_Knee_Arthroplasty_Cases","Hip_Knee_Arthroplasty_Excess_Readmission_Ratio","COPD_190_Total_Discharges","COPD_190_Average_Medicare_Payments","COPD_190_Average_Total_Payments","Number_of_Chronic_Obstructive_Pulmonary_Disease_Cases","Chronic_Obstructive_Pulmonary_Disease_Excess_Readmission_Ratio","Corrected_FY_2015_Readmissions_Adjustment_Factor","Readmissions_2015_penalty_100","Readmissions_2015_penalty_est","TOTAL_HOSPITAL_BEDS","TOTAL_HOSPITAL_MEDICARE_DAYS","TOTAL_HOSPITAL_DAYS","PERC_MEDICARE_DAYS","Bed_Utilization","TOTAL_HOSPITAL_MEDICARE_DISCHARGES","TOTAL_HOSPITAL_DISCHARGES","Address","City","ZIP_Code","County_Name","Hospital_Type","Hospital_Ownership","Emergency_Services","Average_100DRG_Medicare_Payments","Average_100DRG_Total_Payments","count_excess_ratio","count_excess_ratio_decimal","Salary_Adjusted_Factor","population_density","densityrank","TotalMCCPatients_gthan1","TotalMCCPatients","TotalreportedPatients","TotalreportedPatients_gthan1","Annual_increase_2015_2020","Annual_increase_2020_2025","Annual_increase_2025_2030","meet_eligibility","COPD_MCC_gthan1_meet_eligibility","PNEUMONIA_MCC_gthan1_meet_eligibility","HF_MCC_gthan1_meet_eligibility","AMI_MCC_gthan1_meet_eligibility","HIP_MCC_gthan1_meet_eligibility","Predicted_Readmission_Rate_2015_AMI","Predicted_Readmission_Rate_2015_COPD","Predicted_Readmission_Rate_2015_HF","Predicted_Readmission_Rate_2015_HIP","Predicted_Readmission_Rate_2015_PN","Expected_Readmission_Rate_2015_AMI","Expected_Readmission_Rate_2015_COPD","Expected_Readmission_Rate_2015_HF","Expected_Readmission_Rate_2015_HIP","Expected_Readmission_Rate_2015_PN","COPD_Total_Payments","HF_Total_Payments","PNE_Total_Payments","AMI_Total_Payments","HIP_Total_Payments","Aggregate_payments_all_discharge"
210008,"MERCY MEDICAL CENTER INC","MD",59,32899311.62,55318270.863952,36208509.05,38753647.92,13,13579.92,14577.46,199,1.059145063,51,13104.76,14163.04,340,1.033169286,NA,NA,NA,28,1.093368971,NA,NA,NA,1037,1.18741637,38,8515.05,9195.37,239,0.976485827,1,0,0,233,16615,54904,0.302619117004226,0.645587630078194,4059,16530,"301 SAINT PAUL PLACE","BALTIMORE",21202,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Church","Yes",13628.5466528583,14999.3823736537,4,4.37309969,1.009056117,7653.377565,0.974844720496894,64,102,1843,1604,1.028232912,1.028025513,1.022654433,0.492453416149068,0,6,25,NA,NA,21.6,19.1,23.2,4.9,16.9,19.9,19,21.4,4.5,16,1132823.11,1817950.96,800374.02,NA,NA,60882493.0546604
210009,"JOHNS HOPKINS HOSPITAL, THE","MD",94,124125980.71,NA,136777885.11,146334854.41,43,22378.91,24271,323,1.099132825,92,28767.18,30592.45,730,1.021391087,37,39887.22,40244.19,496,1.061142758,NA,NA,NA,12,0,48,19742.15,22438.04,227,0.980382619,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"600 NORTH  WOLFE STREET","BALTIMORE",21287,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",21070.4431692412,23218.1098472246,3,3.18166667,1.009056117,7653.377565,0.974844720496894,172,220,1788,1549,1.028232912,1.028025513,1.022654433,0.492453416149068,0,21,45,18,NA,20.2,22.6,23.1,NA,19.3,18,22.4,23.3,NA,18.3,2498765.11,7357055.78,3119801.41,2321295.87,682258.08,NA
210011,"SAINT AGNES HOSPITAL","MD",95,60752866.98,75827469.9890859,66430277.27,71382141.55,96,12098.89,12774.89,862,1.010113167,135,9952.88,11197.95,761,1.069317737,25,18938.08,19622,184,0.892358658,NA,NA,NA,390,1.507929165,107,9629.14,10946.28,670,1.004177581,1,0,0,288,33610,75168,0.447131758194977,0.715068493150685,6841,16450,"900 CATON AVENUE","BALTIMORE",21229,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Church","Yes",11084.2669184455,12120.1016730524,4,4.59153765,1.009056117,1353.732988,0.773009950248756,338,363,2867,2683,1.028232912,1.028025513,1.022654433,0.431902985074627,46,41,58,0,NA,16.7,19.9,22.5,7.4,17.7,17.6,20.8,21.5,5,17.6,3042676.14,3370628.19,3438057.18,1075741.86,991539.9,82913615.5453515
210012,"SINAI HOSPITAL OF BALTIMORE","MD",96,72918225.76,110295531.135008,81219733.66,86800942.46,49,10790.96,11742.96,391,1.093722289,140,10822.11,11474.73,928,1.021527484,42,17221.38,17991.29,466,1.014243702,12,36320.5,37100.5,676,1.380305232,58,9478.12,10483.95,363,0.997819417,1,0,0,428,52889,121558,0.435092712943615,0.778120599155038,8829,23321,"2401 WEST BELVEDERE AVENUE","BALTIMORE",21215,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Other","Yes",12492.4148980641,13914.6365701559,4,4.509798707,1.009056117,1353.732988,0.773009950248756,243,301,2824,2461,1.028232912,1.028025513,1.022654433,0.431902985074627,0,21,60,18,5,17.7,21.6,22.8,7,18.6,17.7,21,22.1,5.4,17.2,1506418.26,3579637.04,1715750.74,1468894.28,2451689.35,122852326.277906
210013,"BON SECOURS HOSPITAL","MD",28,10211590.45,NA,10953652.9,11751049.86,24,10733.92,11382.92,86,0.990545026,46,11734.33,12303.83,188,1.064938514,NA,NA,NA,9,0,NA,NA,NA,2,0,38,9674.05,10349.53,112,1.023857011,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2000 W BALTIMORE STREET","BALTIMORE",21223,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",11196.9193530702,12010.5843201754,2,2.088795525,1.009056117,7653.377565,0.974844720496894,84,108,397,300,1.028232912,1.028025513,1.022654433,0.492453416149068,19,0,23,NA,NA,NA,23.5,26.4,NA,19,NA,23.3,25.4,NA,18.8,767014.15,969845.06,528531.1,NA,NA,NA
210015,"MEDSTAR FRANKLIN SQUARE MEDICAL CENTER","MD",95,73751559.68,94884470.9430303,82893594.09,88515827.91,53,12637.55,13346.08,726,1.001602128,199,13850.72,14807.88,1297,0.985431827,63,14159.59,14928.94,314,1.001684055,11,26947,29753.55,308,1.265013507,125,10457.09,12184.39,1134,1.02364034,1,0,0,376,44275,104590,0.423319629027632,0.762095598950743,8661,21420,"9000 FRANKLIN SQUARE DRIVE","BALTIMORE",21237,"BALTIMORE","Acute Care Hospitals","Voluntary non-profit - Private","No",10955.3713131313,12313.3681060606,4,4.29194003,1.009056117,1353.732988,0.773009950248756,252,451,3779,2482,1.028232912,1.028025513,1.022654433,0.431902985074627,54,23,0,27,5,19.8,20.8,22.1,6.3,18,19.6,20.9,23.1,4.8,18.5,4744351.52,6101134.13,2574052.61,2017099.84,2016447.81,106646081.166591
210016,"ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL","MD",77,35328799.08,46902831.0110964,38669995.44,41412623.24,29,14901.62,16112.48,222,0.996110375,70,11342.2,12290.41,480,1.090496019,18,26306.72,26634.06,439,1.006661018,NA,NA,NA,106,0.986099863,28,14770.57,15313.29,252,0.947441063,1,0,0,242,25168,65042,0.386949970788106,0.736352315181705,4020,11458,"7600 CARROLL AVENUE","TAKOMA PARK",20912,"MONTGOMERY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",11667.3708982827,12770.8043064729,2,2.097157037,1.009056117,2014.829553,0.850621118012422,88,145,1499,919,1.028232912,1.028025513,1.022654433,0.455186335403727,0,0,32,8,NA,17.5,20.5,24.4,4.8,18.3,18,21.1,22.3,4.9,18.1,1190357.04,2084191.57,1057205.97,857510.96,294805.05,51338633.3120211
210017,"GARRETT COUNTY MEMORIAL HOSPITAL","MD",22,4507705.73,7096468.4584739,5085691.4,5454526.03,11,7289.91,8358.64,137,0.897545484,21,9184.52,10192.71,173,1.084116966,NA,NA,NA,38,0.980941672,NA,NA,NA,177,0.843573768,24,7188.58,8167.08,149,1.064385543,1,0,0,20,3626,7107,0.510201210074574,0.973561643835616,784,2006,"251 NORTH  FOURTH STREET","OAKLAND",21550,"GARRETT","Acute Care Hospitals","Voluntary non-profit - Private","Yes",9051.61793172691,10212.2317269076,2,2.148502509,1.009056117,46.43928422,0.150387596899225,45,56,674,322,1.028232912,1.028025513,1.022654433,0.245116279069767,6,0,5,NA,NA,17.3,16.6,19.8,3.6,14.3,17.4,17,19.6,4.3,15.5,414118.92,482446.86,382015.12,128578.05,421342.96,8006389.67389556
210018,"MEDSTAR MONTGOMERY MEDICAL CENTER","MD",75,26113593.32,34488997.8773599,29452630.36,31508281.9,28,8988.54,9742.68,429,1.042596934,65,9057.42,9744.86,437,1.168371785,18,9111.33,10609.61,99,1.100226767,16,25230.94,26705.69,314,1.147276717,50,8212.56,9276.3,380,1.045971188,1,0,0,120,18031,33729,0.53458448219633,0.770068493150685,3982,7985,"18101 PRINCE PHILIP DRIVE","OLNEY",20832,"MONTGOMERY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8661.22498175788,9768.6999535655,5,5.504443391,1.009056117,2014.829553,0.850621118012422,177,177,1659,1659,1.028232912,1.028025513,1.022654433,0.455186335403727,23,13,30,8,7,19,20.5,22.5,6.5,16.6,18.6,18.3,20.8,5.3,14.8,1183353.96,1366450.06,1227655.44,464999.98,1723291.14,38898963.2150978
210019,"PENINSULA REGIONAL MEDICAL CENTER","MD",98,67593397.12,94725660.8937535,75493048.9,80693697.11,96,11645.74,13520.2,857,0.911200703,183,10927.32,11752.92,1290,0.920698413,65,12351.45,13108.31,734,0.907152605,14,27309.71,28070.86,931,0.880713045,111,8735.59,9656.75,670,0.870485888,1,0,0,275,43605,82494,0.528583897010692,0.82185803237858,8983,17565,"100 EAST CARROLL AVENUE","SALISBURY",21801,"WICOMICO","Acute Care Hospitals","Voluntary non-profit - Private","Yes",10544.99175039,11777.386723869,0,0,1.009056117,264.8997497,0.469767441860465,0,469,4482,0,1.028232912,1.028025513,1.022654433,0.34093023255814,0,0,0,0,0,14.7,17.8,21.9,5.6,18.8,16.3,21.5,23.4,5.4,18.9,2171393.28,4039173.47,3593787.48,1533050.35,2068040.08,105796264.940515
210022,"SUBURBAN HOSPITAL","MD",95,51538448.52,73749751.1543176,57886712.02,61939172.13,71,10782.32,12213.2,557,0.967316886,144,9592.17,10386.53,637,1.037601968,31,13886.39,14826.61,360,1.022628991,32,21928.25,22776.63,997,0.953519119,70,8741.1,9835.66,269,1.061968372,1,0,0,220,33584,60698,0.553296648983492,0.755890410958904,7172,13776,"8600 OLD GEORGETOWN ROAD","BETHESDA",20814,"MONTGOMERY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",10283.0104788508,11549.6233080607,3,3.122199331,1.009056117,2014.829553,0.850621118012422,245,348,2820,1266,1.028232912,1.028025513,1.022654433,0.455186335403727,32,0,66,14,0,15,19.6,20.4,3.9,15.5,16,19.1,21,4.7,15.5,1017693.15,2566869.16,1902976.96,800913.05,2613757.56,82833898.3654113
210023,"ANNE ARUNDEL MEDICAL CENTER","MD",95,76218876.43,101001945.331822,84714614.35,90733850.96,72,12709.01,13491.74,849,1.079578393,141,10053.38,10736.78,1151,1.093402352,46,11915.33,13786.37,365,1.085126866,13,19191.15,21773.62,1849,1.011990299,96,10221.21,11152.21,785,1.049553824,1,0,0,384,48528,115045,0.421817549654483,0.820811929223744,10156,30936,"2001 MEDICAL PARKWAY","ANNAPOLIS",21401,"ANNE ARUNDEL","Acute Care Hospitals","Voluntary non-profit - Private","Yes",9945.05172625261,11053.5770289666,5,5.319651734,1.009056117,1312.13522,0.762022959975178,368,368,4999,4999,1.028232912,1.028025513,1.022654433,0.428606887992554,41,31,60,20,6,18.1,19.3,23,4.5,17,17,19.3,21.7,4.4,16.5,2886627.03,4164883.03,3532274.21,1267019.79,1992209.89,112260128.306185
210024,"MEDSTAR UNION MEMORIAL HOSPITAL","MD",82,50047299.66,74863392.0004821,56550989.71,60133984.69,31,16421.13,17654.87,253,0.965252279,120,13312.21,14084.21,636,0.942108596,33,20902.15,21931.61,653,0.993182903,NA,NA,NA,1146,0.961870998,56,13657.14,14562.79,308,0.904743093,1,0,0,205,31081,59096,0.525940842019764,0.789789508853993,5771,12036,"201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Other","Yes",12972.3430948678,14658.1103447382,0,0,1.009056117,7653.377565,0.974844720496894,0,240,2996,0,1.028232912,1.028025513,1.022654433,0.492453416149068,0,0,0,0,NA,17.3,19.8,20.4,3.8,17.6,18.6,21.8,23.2,4.7,18.1,1834322.86,3278278.22,1393159.25,1365777.07,521801.04,84591954.7994841
210027,"WESTERN MARYLAND REGIONAL MEDICAL CENTER","MD",90,55495025.34,78325722.9058595,60265175.32,64511804.63,110,12441.62,13403.72,756,1.046454755,70,12866.99,13388.93,881,1.047246124,44,16396.64,17228.91,393,1.024430282,15,30385.47,31246.27,605,0.939165354,92,11092.64,11889.21,939,0.984499786,1,0,0,192,32962,53301,0.618412412525093,0.760573630136986,6388,12827,"12500 WILLOWBROOK ROAD","CUMBERLAND",21502,"ALLEGANY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",12261.3842996023,13315.328174989,3,3.118131161,1.009056117,176.0948307,0.398139534883721,224,331,3574,2030,1.028232912,1.028025513,1.022654433,0.319441860465116,0,35,22,14,0,15.9,20.2,22.9,5.1,17.8,16.6,21.5,22.7,5.2,17.4,2767013.26,2299175.84,3716133.2,1290742,1935701.9,85058316.3818297
210028,"MEDSTAR SAINT MARY'S HOSPITAL","MD",64,20466380.38,25599917.8428642,22887833.35,24516194.21,25,12809.84,13613.84,300,0.91856144,67,8968.39,9803.3,440,1.083253946,23,7355.04,8073.91,70,1.001042713,NA,NA,NA,318,0.880472313,61,11559.48,12271.21,459,1.022215846,1,0,0,82,12281,26862,0.45718859355223,0.897494153023722,3022,6928,"25500 POINT LOOKOUT ROAD","LEONARDTOWN",20650,"SAINT MARYS","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8471.18393211921,9473.44095612583,3,3.106512505,1.009056117,300.9238525,0.496434108527132,151,176,1587,969,1.028232912,1.028025513,1.022654433,0.34893023255814,21,0,23,8,NA,20.8,21.5,26,5.3,16.3,21.9,20.9,23.3,4.9,17.5,2005488.71,1623290.08,1249690.01,455511.89,421459.94,28628738.5694123
210029,"JOHNS HOPKINS BAYVIEW MEDICAL CENTER","MD",94,63528574.08,95781542.4590769,70416813.34,75309161.24,48,10004.69,11096.83,485,1.149755795,149,15727.69,17683.89,850,1.102747388,39,21357.67,21779.1,181,1.095660414,NA,NA,NA,432,0.909265878,70,9556.06,10567.69,575,1.086867742,1,0,0,442,48879,121465,0.402412217511217,0.752897787144363,7448,19530,"4940 EASTERN AVENUE","BALTIMORE",21224,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",12860.0352388664,14254.4156558704,4,4.435031339,1.009056117,1353.732988,0.773009950248756,306,306,2523,2091,1.028232912,1.028025513,1.022654433,0.431902985074627,30,21,64,17,NA,19.8,23.7,25.9,6.1,21.3,18.9,21,22.8,5.2,19,2268706.82,5579963.62,1816787.28,1586621.8,1272295.83,106166887.804923
210030,"UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN","MD",34,10174693.76,15695491.7194619,10999498.31,11768714.09,NA,NA,NA,190,0.957155386,20,16531.15,17121.75,265,1.007061576,NA,NA,NA,29,1.025054319,NA,NA,NA,77,1.325425255,25,13626.96,14323.28,263,1.09570698,1,0,0,31,6119,7767,0.787820265224668,0.686433937251436,1376,1866,"100 BROWN STREET","CHESTERTOWN",21620,"KENT","Acute Care Hospitals","Voluntary non-profit - Private","Yes",11406.6073542601,12331.276132287,4,4.45324813,1.009056117,72.9306251,0.230387596899225,45,45,824,634,1.028232912,1.028025513,1.022654433,0.269116279069767,7,NA,5,NA,NA,20.5,22.3,21.9,5.6,16.9,20.1,21.2,22.4,5.2,17.7,1377468.06,1264325.2,709214.89,NA,NA,16967835.9580269
210032,"UNION HOSPITAL OF CECIL COUNTY","MD",53,18359316.84,27827643.7637736,20181549.07,21625221.72,61,10680.26,12134.9,353,1.016057915,39,12415.08,12929.9,290,1.051222322,25,5694.72,6864.92,87,1.066572466,NA,NA,NA,206,1.24965929,87,9715.39,10593.4,590,1.007095024,1,0,0,129,11846,23442,0.505332309529904,0.497865562280981,2651,5470,"106 BOW STREET","ELKTON",21921,"CECIL","Acute Care Hospitals","Voluntary non-profit - Private","Yes",10497.0365008576,11538.9074156661,5,5.390607017,1.009056117,293.6815604,0.489612403100775,212,212,1526,1526,1.028232912,1.028025513,1.022654433,0.346883720930233,30,21,14,9,NA,19.2,21.6,24.4,5.8,18.2,18,22.7,24.3,5.6,19.2,1314780.7,726810,1227438.86,438307.8,306700,30589643.5589308
210033,"CARROLL HOSPITAL CENTER","MD",87,46809345.85,61626372.6257129,52427106.35,56088831.13,50,14843.94,16147.48,600,1.03889708,75,11940.64,12784.33,760,0.981876672,29,12764.17,14320.34,213,1.013676991,11,37096.18,38164.91,535,1.095481129,98,9335.47,11231.95,702,0.980438045,1,0,0,159,21065,40364,0.521875929045684,0.695511329370208,5540,10712,"291 STONER AVENUE","WESTMINSTER",21157,"CARROLL","Acute Care Hospitals","Voluntary non-profit - Private","Yes",11123.8939757605,12458.9131059886,3,3.1480552,1.009056117,373.7488056,0.54015503875969,90,263,2810,1348,1.028232912,1.028025513,1.022654433,0.362046511627907,0,18,0,10,4,15.9,19.3,21.2,4.4,17.6,18.6,20.4,22.1,5,17.3,2513401.07,2787778.71,2417277.32,1105969.24,1606460.08,69022378.6071768
210034,"MEDSTAR HARBOR HOSPITAL","MD",61,26195093.77,33817802.3220487,28923403.19,30972051.96,30,9454.67,10905.43,278,0.914993122,95,10889.36,11754.09,409,1.163035124,42,10723.93,11479.07,64,0.966719123,NA,NA,NA,209,1.299903558,79,8454.14,9335.52,436,1.063094838,1,0,0,120,12722,33935,0.374893178134669,0.774771689497717,2653,7203,"3001 SOUTH  HANOVER STREET","BALTIMORE",21225,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",12747.0042676399,14074.6487542579,3,3.52603352,1.009056117,1312.13522,0.762022959975178,174,246,1396,1054,1.028232912,1.028025513,1.022654433,0.428606887992554,34,0,41,0,NA,22.4,21.8,23.3,6.6,16.4,21.6,22.1,22.2,5.2,17.8,1568827.22,1806678.73,964400.65,714427.99,237023.02,37340043.1450462
210035,"UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER","MD",67,24994254.15,28071705.142773,27969494.58,29948488.15,39,12959.74,13880.21,348,1.068469447,79,9632.13,10183.38,428,0.996161684,NA,NA,NA,25,1.091448376,NA,NA,NA,190,1.284317223,78,9886.67,10917.58,608,1.006173643,1,0,0,115,15120,29126,0.519123806907917,0.693889219773675,3147,6759,"5 GARRETT AVENUE","LA PLATA",20646,"CHARLES","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8920.14780513919,9981.9752248394,4,4.450408689,1.009056117,325.7900439,0.513178294573643,117,196,1599,1171,1.028232912,1.028025513,1.022654433,0.353953488372093,28,14,0,NA,NA,NA,20,23.6,6.6,17.6,NA,19.8,23.1,4.9,17.5,2238506.84,1905643.44,1515833.27,84476.04,344229.9,31413276.0325696
210037,"UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON","MD",78,41204662.05,60537226.9972107,45504861.15,48691055.82,41,13791.66,16607.15,558,1.008141124,118,11367,12124.61,931,0.985526475,23,17802.52,18416.61,105,1.055096426,NA,NA,NA,511,1.034311566,114,12690.16,13533,779,1.015081278,1,0,0,171,29483,47626,0.619052618317726,0.763053753104222,6031,10523,"219 SOUTH  WASHINGTON STREET","EASTON",21601,"TALBOT","Acute Care Hospitals","Voluntary non-profit - Private","Yes",10037.6765042631,11085.2280511571,4,4.112630394,1.009056117,141.5998587,0.362790697674419,178,296,2884,1953,1.028232912,1.028025513,1.022654433,0.308837209302326,35,13,0,7,NA,19.9,20.5,21.7,4.6,17.8,19.2,21.1,22.4,4.9,16.9,3633709.15,3692713.28,2296946.43,966676.08,838574.95,66855010.3765285
210038,"UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS","MD",42,22536475.13,34044133.7810281,24129357.58,25893386.78,14,21143.71,22368,110,1.027459144,54,15325.17,15935.46,144,1.041029025,NA,NA,NA,9,0,NA,NA,NA,14,0,46,12146.15,12921.72,146,0.996406208,1,0,0,190,15418,42452,0.363186657872421,0.612141312184571,2204,5640,"827 LINDEN AVENUE","BALTIMORE",21201,"BALTIMORE CITY","Acute Care Hospitals","Voluntary non-profit - Other","Yes",15446.5216792323,16538.2848389308,2,2.068488169,1.009056117,7653.377565,0.974844720496894,68,114,423,254,1.028232912,1.028025513,1.022654433,0.492453416149068,0,7,27,NA,NA,NA,25.1,27.7,NA,21.8,NA,23,26.2,NA,21.1,918394.14,1235893.84,776975.85,NA,NA,36450379.7850035
210039,"CALVERT MEMORIAL HOSPITAL","MD",53,18135330.39,23397578.1565239,20347597.4,21789673.24,18,12239.94,12894.61,380,1.103382861,95,9805.52,10484.63,556,1.020850134,NA,NA,NA,70,0.973990098,NA,NA,NA,149,1.326318091,90,9391.52,10584.1,403,0.976155411,1,0,0,85,9524,21302,0.447094169561544,0.686607574536664,2650,6523,"100 HOSPITAL ROAD","PRINCE FREDERICK",20678,"CALVERT","Acute Care Hospitals","Voluntary non-profit - Other","Yes",8829.27477604674,9906.32784810127,3,3.450551086,1.009056117,418.7370008,0.56062015503876,113,203,1558,1085,1.028232912,1.028025513,1.022654433,0.368186046511628,0,7,35,NA,NA,21.6,17.7,22.7,6.7,19.6,23,19.6,22.9,4.8,17.6,1609955.33,1995971.75,1693360.06,134941.95,669718.08,26251768.7974684
210040,"NORTHWEST HOSPITAL CENTER","MD",80,48933182.05,52816620.4583729,54354120.79,58249323,64,14037.13,14810.19,628,1.208676272,99,10956.47,12323.47,797,1.198982281,45,11982.51,13297.67,151,1.074714534,NA,NA,NA,180,0.923849219,65,12339.46,13390.06,599,1.145583986,1,0,0,245,28470,50088,0.568399616674653,0.560111825552139,5685,10404,"5401 OLD COURT ROAD","RANDALLSTOWN",21133,"BALTIMORE","Acute Care Hospitals","Voluntary non-profit - Private","Yes",9290.52250806911,10319.749532941,4,4.627957073,1.009056117,1353.732988,0.773009950248756,273,273,2355,2175,1.028232912,1.028025513,1.022654433,0.431902985074627,28,28,43,19,NA,23.2,22.9,26.2,5.3,21.4,21,20.4,21.8,5.1,17.5,2590302.18,3058268.3,2978520.96,991627.13,989438,58667776.0947696
210043,"UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER","MD",96,60727131.95,82834743.430287,68062055.88,72742436.39,102,10969.03,11694.28,1014,1.194130257,181,10845.1,11721.55,1198,1.157057947,37,14907.05,16056.57,264,0.929614631,21,23180.14,24778.81,404,0.994431355,193,8349.42,9447.44,1167,1.062453997,1,0,0,310,44748,82184,0.544485544631558,0.726327883340698,9030,18088,"301 HOSPITAL DRIVE","GLEN BURNIE",21061,"ANNE ARUNDEL","Acute Care Hospitals","Voluntary non-profit - Other","Yes",9173.28277190332,10281.2773232628,3,3.413642201,1.009056117,1312.13522,0.762022959975178,476,534,4047,3379,1.028232912,1.028025513,1.022654433,0.428606887992554,83,44,78,0,0,15.3,22.3,26.4,5.2,20.8,16.6,21.7,22.4,4.9,17.5,3693533.14,3839504.89,3254984.64,1144290.94,1769300.21,92839934.2290631
210044,"GREATER BALTIMORE MEDICAL CENTER","MD",86,43875942.91,65343706.6338834,49136132.59,52506494.85,47,10412.13,11313.66,569,0.928188888,82,11496.45,12630.55,540,0.920808343,11,7995.27,8856.36,47,0.978720499,18,28289.72,29403.28,510,1.11922901,74,9624.65,10408.49,369,0.892532334,1,0,0,287,30618,73629,0.415841584158416,0.581335122971853,6462,15943,"6701 NORTH  CHARLES STREET","BALTIMORE",21204,"BALTIMORE","Acute Care Hospitals","Voluntary non-profit - Private","Yes",10111.9942175616,11324.2988223093,1,1.11922901,1.009056117,1353.732988,0.773009950248756,18,232,2035,510,1.028232912,1.028025513,1.022654433,0.431902985074627,0,0,0,0,8,19.8,17.7,19.3,4.6,15,20.6,20.4,21.5,4.5,16.4,1480190.3,2523751.53,2070302.82,313127.97,2139642.25,73177618.9897627
210045,"EDWARD MCCREADY MEMORIAL HOSPITAL","MD",2,309320,2647779.2,327350.05,350402,NA,NA,NA,52,0.962279222,NA,NA,NA,50,1.003713607,NA,NA,NA,5,0,NA,NA,NA,0,0,NA,NA,NA,56,0.945008233,1,0,0,4,674,860,0.783720930232558,0.589041095890411,214,301,"201 HALL HIGHWAY","CRISFIELD",21817,"SOMERSET","Acute Care Hospitals","Voluntary non-profit - Private","Yes",12372.8,13094.002,1,1.003713607,1.009056117,82.38061518,0.256744186046512,0,0,163,50,1.028232912,1.028025513,1.022654433,0.277023255813953,NA,NA,NA,NA,NA,NA,19,21.9,NA,16.8,NA,20.2,22.6,NA,16.1,168410.99,158939.06,NA,NA,NA,2802116.428
210048,"HOWARD COUNTY GENERAL HOSPITAL","MD",81,37852283.47,55292173.0307924,42740376.69,45722618.22,95,9190.91,10071.54,692,1.147309298,120,7415.35,8284.73,590,1.108782404,20,8247.9,9010.5,131,0.956112524,16,20983.38,21867.88,104,1.045052633,143,8592.99,9810.08,654,1.027707359,1,0,0,259,30321,81115,0.373802625901498,0.858041995028296,6157,16359,"5755 CEDAR LANE","COLUMBIA",21044,"HOWARD","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8980.37567497034,10140.0656441281,4,4.328851694,1.009056117,1169.102391,0.745736434108527,374,394,2171,2040,1.028232912,1.028025513,1.022654433,0.423720930232558,61,40,51,0,7,17,20.6,24.5,4,18,16.6,19.8,21.3,4.1,16.2,1880189.53,2091522.53,2092694.7,523917.22,1192976.16,62432384.1708967
210049,"UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER","MD",92,40670849.62,55356786.5882248,46324719.19,49486263.65,44,8666.45,10034.25,410,0.939096543,87,8614.76,9446.49,800,1.024943445,38,11242.08,12240.76,269,1.057855409,NA,NA,NA,388,1.048548159,106,8344.57,9496.87,788,0.980183018,1,0,0,181,28747,50791,0.565986099899588,0.768803451146598,6080,12898,"500 UPPER CHESAPEAKE DRIVE","BEL AIR",21014,"HARFORD","Acute Care Hospitals","Voluntary non-profit - Other","Yes",9104.73463622118,10370.4318759794,3,3.131347013,1.009056117,563.9331074,0.627481389578164,125,275,2655,1457,1.028232912,1.028025513,1.022654433,0.388244416873449,0,0,34,15,NA,18.1,21.4,22.1,6,17.2,17.8,21.2,22.9,5.3,17.3,2175793.46,2242249.77,1325174.98,943010.31,896193.21,63052225.8059548
